Régime prioritaire,Régime particulier,Nombre total de vélos,Arrondissement,Adr_emplacement,latitude,longitude
2 ROUES,Vélos,6,20,34 RUE BELGRAND Paris 20,48.853757740244276,2.396648191380791
2 ROUES,Vélos,12,17,23 RUE BARON Paris 17,48.88244745085837,2.2986435919685735
2 ROUES,Vélos,2,17,30 RUE DES EPINETTES Paris 17,48.882545561935856,2.3058221863793786
2 ROUES,Vélos,16,11,101 RUE DE LA FONTAINE AU ROI Paris 11,48.88822558533908,2.2974967082313675
2 ROUES,Vélos,12,14,1 RUE JONQUOY Paris 14,48.8825360714948,2.292351445912234
2 ROUES,Vélos,4,6,12 AV DE L' OBSERVATOIRE Paris 6,48.86970249014463,2.400219908718697
2 ROUES,Vélos,14,16,100 RUE DE LONGCHAMP Paris 16,48.85618884946183,2.275112153475368
2 ROUES,Vélos,4,9,75 BD DE CLICHY Paris 9,48.85064311648654,2.345359757206749
2 ROUES,Vélos,32,18,10 RUE GIRARDON Paris 18,48.88385511850392,2.2931511691565634
2 ROUES,Vélos,8,5,2 RUE DE L' ABBE DE L'EPEE Paris 5,48.889028043414456,2.322528656550834
2 ROUES,Vélos,26,2,42 RUE ETIENNE MARCEL Paris 2,48.89791362427476,2.328550892774603
2 ROUES,Vélos,6,18,72 RUE CHAMPIONNET Paris 18,48.892460044605464,2.3634640330676375
2 ROUES,Vélos,6,18,23 RUE HERMEL Paris 18,48.890764817122935,2.3719139398909603
2 ROUES,Vélos,4,20,10 RUE DES RONDEAUX Paris 20,48.891317194422435,2.365440806668019
2 ROUES,Vélos,4,11,14 RUE GOBERT Paris 11,48.886322932694526,2.2869778538844163
2 ROUES,Vélos,4,14,1 RUE DU GENERAL DE MAUD'HUY Paris 14,48.892551468518725,2.3634765254213397
2 ROUES,Vélos,16,4,18 RUE DE L' HOTEL DE VILLE Paris 4,48.88799610950058,2.3902745028097403
2 ROUES,Vélos,4,14,24 RUE MECHAIN Paris 14,48.8900993125182,2.3488576373576935
2 ROUES,Vélos,10,4,5 RUE DU MARCHE DES BLANCS MANTEAUX Paris 4,48.87356024939534,2.3565062306791598
2 ROUES,Vélos,4,8,1 RUE MONTALIVET Paris 8,48.877175068745075,2.35066971353814
2 ROUES,Vélos,2,11,73 BD DE BELLEVILLE Paris 11,48.868192145909916,2.3410503835513348
2 ROUES,Vélos,28,15,90 RUE DES CEVENNES Paris 15,48.87900032816828,2.3534986385214154
2 ROUES,Vélos,8,16,23 BD EMILE AUGIER Paris 16,48.87206400203702,2.3273676854721725
2 ROUES,Vélos,4,13,3 RUE GEORGE BALANCHINE Paris 13,48.85717412891761,2.385625817480615
2 ROUES,Vélos,10,18,48 RUE RENE CLAIR Paris 18,48.84959864758792,2.3699666591469817
2 ROUES,Vélos,13,14,13 BD JOURDAN Paris 14,48.87289227213588,2.3762125699769143
2 ROUES,Vélos,8,14,2 BD JOURDAN Paris 14,48.856949282727555,2.385214610576205
2 ROUES,Vélos,16,17,19 RUE AMPERE Paris 17,48.870761257128336,2.3589918400910266
2 ROUES,Vélos,30,14,42 RUE DU MONTPARNASSE Paris 14,48.88466552611975,2.3493927295325183
2 ROUES,Vélos,40,17,1 PL DU GENERAL CATROUX Paris 17,48.85027458305109,2.3822803847344853
2 ROUES,Vélos,12,14,54 RUE DE LA TOMBE ISSOIRE Paris 14,48.86862252686034,2.3799627037881153
2 ROUES,Vélos,10,4,5 RUE CRILLON Paris 4,48.863690193254,2.380616230458823
2 ROUES,Vélos,4,19,3 RUE REBEVAL Paris 19,48.84926279761558,2.392064697431339
2 ROUES,Vélos,14,19,55 AV SIMON BOLIVAR Paris 19,48.867374611624136,2.358969973051884
2 ROUES,Vélos,24,19,2 RUE DES SOLITAIRES Paris 19,48.85261996201136,2.2652371060631316
2 ROUES,Vélos,84,14,3 PL DENFERT-ROCHEREAU Paris 14,48.853323083703415,2.2803908938363335
2 ROUES,Vélos,4,7,18 AV RAPP Paris 7,48.870237721957594,2.282590564408236
2 ROUES,Vélos,5,19,16 RUE PRADIER Paris 19,48.84977287246154,2.268393509703516
2 ROUES,Vélos,6,8,55 AV HOCHE Paris 8,48.85973347553243,2.2800448369528405
2 ROUES,Vélos,4,7,23 RUE VANEAU Paris 7,48.87454447767592,2.282663385146507
2 ROUES,Vélos,4,18,1 SQ LAMARCK Paris 18,48.82121617988029,2.361485048485522
2 ROUES,Vélos,5,18,17 RUE MONTCALM Paris 18,48.82938722170145,2.3435327499240963
2 ROUES,Vélos,5,19,44 RUE CAVENDISH Paris 19,48.83936291161566,2.354747748608381
2 ROUES,Vélos,5,18,19 RUE D' OSLO Paris 18,48.82782046692347,2.3843529146415805
2 ROUES,Vélos,20,7,14 AV DE LOWENDAL Paris 7,48.83235388091197,2.359834620350237
2 ROUES,Vélos,10,7,11 AV DE LOWENDAL Paris 7,48.827495085977375,2.352662223812469
2 ROUES,Vélos,4,2,29 RUE PAUL LELONG Paris 2,48.831664643414975,2.3286878260924033
2 ROUES,Vélos,5,18,7 RUE EUGENE CARRIERE Paris 18,48.86584202008853,2.2691270657418126
2 ROUES,Vélos,4,13,26 RUE DES GOBELINS Paris 13,48.838478851504206,2.306928017415727
2 ROUES,Vélos,8,15,15 RUE NELATON Paris 15,48.87480339352098,2.2821867976822374
2 ROUES,Vélos,5,11,1 RUE DURANTI Paris 11,48.83814903585175,2.339263090969563
2 ROUES,Vélos,14,15,181 RUE SAINT-CHARLES Paris 15,48.86860287404429,2.4063891830534785
2 ROUES,Vélos,4,13,109 RUE DU CHEVALERET Paris 13,48.881985077031324,2.333813851237479
2 ROUES,Vélos,5,11,73 RUE DU CHEMIN VERT Paris 11,48.86398758574211,2.4088968074650503
2 ROUES,Vélos,6,11,47 RUE DE LA FOLIE-REGNAULT Paris 11,48.862351917070946,2.410890732583234
2 ROUES,Vélos,4,6,39 RUE DE SEINE Paris 6,48.876207245020446,2.289880393826123
2 ROUES,Vélos,4,12,5 RUE GERTY ARCHIMEDE Paris 12,48.84390427285454,2.263408039560353
2 ROUES,Vélos,12,16,1 RUE LECOMTE DU NOUY Paris 16,48.887868838644664,2.3443296796486064
2 ROUES,Vélos,24,13,107 RUE BOBILLOT Paris 13,48.88849621638871,2.318778345601798
2 ROUES,Vélos,4,5,13 RUE GAY-LUSSAC Paris 5,48.88852233309382,2.298510684767173
2 ROUES,Vélos,2,17,3 RUE GERVEX Paris 17,48.83982607794488,2.2564762541180743
2 ROUES,Vélos,4,6,66 RUE DE RENNES Paris 6,48.877311768201395,2.3854425657053095
2 ROUES,Vélos,14,20,44 RUE BELGRAND Paris 20,48.891634723819784,2.3297663594470492
2 ROUES,Vélos,12,17,20 RUE MEDERIC Paris 17,48.88181703002444,2.4031470370061094
2 ROUES,Vélos,8,8,30 RUE DES MATHURINS Paris 8,48.86789538365894,2.409307643287456
2 ROUES,Vélos,5,11,1 RUE NEUVE POPINCOURT Paris 11,48.88608678052273,2.3901043107283133
2 ROUES,Vélos,4,1,143 RUE SAINT-HONORE Paris 1,48.89318227988225,2.384310483347449
2 ROUES,Vélos,20,5,2 RUE DES FOSSES SAINT-JACQUES Paris 5,48.845598767250934,2.3013281237891805
2 ROUES,Vélos,5,11,29 RUE MERLIN Paris 11,48.88296079016759,2.3351482953985205
2 ROUES,Vélos,5,14,2 RUE LEMAIGNAN Paris 14,48.83237289901131,2.2812874917126376
2 ROUES,Vélos,20,3,3 RUE PASTOURELLE Paris 3,48.84050203864817,2.286520284622828
2 ROUES,Vélos,5,2,20 RUE VIVIENNE Paris 2,48.8666145267054,2.4075525327287934
2 ROUES,Vélos,16,12,4 AV DU TRONE Paris 12,48.86086193163618,2.273366627803394
2 ROUES,Vélos,5,10,14 RUE CHAUDRON Paris 10,48.857029472929206,2.2808734483819486
2 ROUES,Vélos,10,13,34 BD AUGUSTE BLANQUI Paris 13,48.82611086557646,2.3445638519742733
2 ROUES,Vélos,18,18,45 AV DE LA PORTE DE CLIGNANCOURT Paris 18,48.835328156129115,2.3152952963431845
2 ROUES,Vélos,4,16,2 RUE AGAR Paris 16,48.8900932269726,2.327178747408174
2 ROUES,Vélos,5,8,38 RUE JEAN MERMOZ Paris 8,48.84047394282247,2.2991103018896433
2 ROUES,Vélos,10,18,20 AV DE LA PORTE DE CLIGNANCOURT Paris 18,48.83495188077422,2.2916249768263177
2 ROUES,Vélos,8,18,20 AV DE LA PORTE DE CLIGNANCOURT Paris 18,48.8795637914454,2.3887035005176953
2 ROUES,Vélos,4,16,10 RUE ABEL FERRY Paris 16,48.87059673070224,2.3937515073456046
2 ROUES,Vélos,4,9,5 RUE GODOT DE MAUROY Paris 9,48.879413285149646,2.3520297306196993
2 ROUES,Vélos,7,8,76 RUE DE MONCEAU Paris 8,48.88657280211833,2.314648336763661
2 ROUES,Vélos,4,15,1 RUE GUTENBERG Paris 15,48.89330179822965,2.326079881551025
2 ROUES,Vélos,28,3,62 RUE BEAUBOURG Paris 3,48.83820215086467,2.360396737559499
2 ROUES,Vélos,5,15,11 RUE GAGER-GABILLOT Paris 15,48.86444986454196,2.3643389779111503
2 ROUES,Vélos,20,2,1 RUE D' UZES Paris 2,48.855132752595296,2.303356056155774
2 ROUES,Vélos,4,9,19 RUE LAFERRIERE Paris 9,48.83521341322635,2.3237396909299433
2 ROUES,Vélos,8,18,31 RUE DUHESME Paris 18,48.8936807979621,2.329571610530342
2 ROUES,Vélos,4,8,11 RUE DE MESSINE Paris 8,48.836410640367674,2.2923570674713867
2 ROUES,Vélos,4,16,23 RUE DU DOCTEUR BLANCHE Paris 16,48.85702433716094,2.3297122809092645
2 ROUES,Vélos,10,10,32 RUE DE LANCRY Paris 10,48.86592847683773,2.286356522535995
2 ROUES,Vélos,4,11,25 RUE CHANZY Paris 11,48.87636117923607,2.287440422955491
2 ROUES,Vélos,12,6,56 RUE D' ASSAS Paris 6,48.85032389111046,2.4051652751467025
2 ROUES,Vélos,5,12,36 RUE DES PIROGUES DE BERCY Paris 12,48.87386146936619,2.308261032823521
2 ROUES,Vélos,5,20,2 RUE DU PRESSOIR Paris 20,48.84041588393445,2.327973431814739
2 ROUES,Vélos,4,20,1 RUE LUCIEN ET SACHA GUITRY Paris 20,48.87704045163371,2.277588276976907
2 ROUES,Vélos,4,7,57 RUE VANEAU Paris 7,48.84531156669134,2.2602367352809263
2 ROUES,Vélos,4,7,3 RUE DE SAINT-SIMON Paris 7,48.857570674365356,2.318182419975699
2 ROUES,Vélos,4,5,3 RUE DES FOSSES SAINT-MARCEL Paris 5,48.86109704265524,2.3096958526806843
2 ROUES,Vélos,12,16,30 RUE DE LONGCHAMP Paris 16,48.86700066446754,2.396894026909754
2 ROUES,Vélos,4,8,32 RUE DE TURIN Paris 8,48.890089553281655,2.3497109482824783
2 ROUES,Vélos,4,8,26 RUE DE TURIN Paris 8,48.838651932565384,2.3410926819749864
2 ROUES,Vélos,4,12,41 ALL VIVALDI Paris 12,48.83501735665598,2.384396009250506
2 ROUES,Vélos,5,17,34 BD DE COURCELLES Paris 17,48.846996325831164,2.294153749630283
2 ROUES,Vélos,5,12,14 ALL VIVALDI Paris 12,48.858041920971246,2.329389255318015
2 ROUES,Vélos,4,16,13 AV D' EYLAU Paris 16,48.870195639363445,2.2864359061434847
2 ROUES,Vélos,26,9,19 RUE BERGERE Paris 9,48.88124566096219,2.343261730824681
2 ROUES,Vélos,5,15,2 RUE DE L' AVRE Paris 15,48.86756555363988,2.357412758188799
2 ROUES,Vélos,4,16,1 PL DE L' EGLISE D'AUTEUIL Paris 16,48.842070383250615,2.3302502756544317
2 ROUES,Vélos,4,13,8 RUE FULTON Paris 13,48.8525057030354,2.3863465663509906
2 ROUES,Vélos,4,14,1 RUE MORERE Paris 14,48.830626220712446,2.3446918349156674
2 ROUES,Vélos,5,7,11 PL DE FONTENOY - UNESCO Paris 7,48.887597344846995,2.301041096831271
2 ROUES,Vélos,4,7,23 AV DE LOWENDAL Paris 7,48.84781829949975,2.307809930368339
2 ROUES,Vélos,4,5,12 RUE DU VAL DE GRACE Paris 5,48.84802634047793,2.403582382071773
2 ROUES,Vélos,14,5,20 RUE ROYER-COLLARD Paris 5,48.89971412927193,2.372429239712973
2 ROUES,Vélos,4,18,7 RUE RONSARD Paris 18,48.86878019185095,2.374545532410945
2 ROUES,Vélos,4,17,6 PL DU GENERAL CATROUX Paris 17,48.85795019849428,2.302731639440156
2 ROUES,Vélos,4,17,34 BD DES BATIGNOLLES Paris 17,48.85568639995291,2.395071946230287
2 ROUES,Vélos,4,8,38 RUE DE LA BIENFAISANCE Paris 8,48.8331369389269,2.3263657496997365
2 ROUES,Vélos,6,1,2 PL DU LOUVRE Paris 1,48.86862813726604,2.301450578996944
2 ROUES,Vélos,18,7,1 AV DE VILLARS Paris 7,48.86048093484605,2.3817000366870067
2 ROUES,Vélos,4,18,94 RUE ORDENER Paris 18,48.870064808823294,2.4087140448989
2 ROUES,Vélos,5,17,157 AV DE WAGRAM Paris 17,48.848294940110854,2.2707843942946333
2 ROUES,Vélos,4,9,55 RUE DE DUNKERQUE Paris 9,48.83926278845626,2.284598624565279
2 ROUES,Vélos,22,11,49 RUE SAINT-SEBASTIEN Paris 11,48.889897800169656,2.3022723922251305
2 ROUES,Vélos,5,10,55 RUE ALBERT THOMAS Paris 10,48.84480290884292,2.3242443979741005
2 ROUES,Vélos,4,9,2 RUE VICTOR MASSE Paris 9,48.87485975287853,2.3926725215732128
2 ROUES,Vélos,4,9,6 RUE DE NAVARIN Paris 9,48.863025035880945,2.2854397280631886
2 ROUES,Vélos,8,17,25 RUE GUERSANT Paris 17,48.87233598252858,2.3040470645737376
2 ROUES,Vélos,4,19, RUE DE LA GRENADE Paris 19,48.842245798951566,2.331961019615007
2 ROUES,Vélos,5,19,70 RUE REBEVAL Paris 19,48.87200909070908,2.303466576487196
2 ROUES,Vélos,4,8,13 RUE DE LISBONNE Paris 8,48.82999429851806,2.343668029789835
2 ROUES,Vélos,6,17,19 BD PEREIRE Paris 17,48.85980357660202,2.3790992446960804
2 ROUES,Vélos,5,19,68 BD SERURIER Paris 19,48.82703486971089,2.3165032278704567
2 ROUES,Vélos,10,16,25 RUE DE L' ASSOMPTION Paris 16,48.85127389514516,2.3624338515326584
2 ROUES,Vélos,12,17,15 RUE LEBON Paris 17,48.86669881670294,2.279597398629785
2 ROUES,Vélos,4,13,1 RUE DU DOCTEUR VICTOR HUTINEL Paris 13,48.83865495595382,2.2617828964545494
2 ROUES,Vélos,10,19,45 RUE REBEVAL Paris 19,48.896947873253936,2.352663119965363
2 ROUES,Vélos,10,17,12 PL DE LA PORTE DE CHAMPERRET Paris 17,48.8560203348862,2.3784288343430013
2 ROUES,Vélos,5,19,45 RUE ARMAND CARREL Paris 19,48.8482697939983,2.3129832416459184
2 ROUES,Vélos,4,18,19 RUE EUGENE CARRIERE Paris 18,48.87786461620386,2.2985634426525667
2 ROUES,Vélos,10,11,209 BD VOLTAIRE Paris 11,48.846927787377,2.278787561605861
2 ROUES,Vélos,4,19,5 RUE ALPHONSE AULARD Paris 19,48.88654980667397,2.3617558571319766
2 ROUES,Vélos,5,18,7 PL CHARLES DULLIN Paris 18,48.83647083007952,2.4045119771428554
2 ROUES,Vélos,4,20,60 RUE DE LA CHINE Paris 20,48.822344890770246,2.3629870653364473
2 ROUES,Vélos,5,18,38 RUE DAMREMONT Paris 18,48.88488848630256,2.289258693960066
2 ROUES,Vélos,10,13,19 RUE LAHIRE Paris 13,48.86427970802549,2.409236414112691
2 ROUES,Vélos,4,18,13 AV DE LA PORTE DES POISSONNIERS Paris 18,48.8810733419284,2.3043085918934048
2 ROUES,Vélos,11,16,29 AV PERRICHONT Paris 16,48.888107805196896,2.348305890478348
2 ROUES,Vélos,4,5,52 RUE DE LA CLEF Paris 5,48.89310175617734,2.36969205946505
2 ROUES,Vélos,4,16,62 RUE DU RANELAGH Paris 16,48.83775385595511,2.35595714013176
2 ROUES,Vélos,10,20,28 RUE DES ENVIERGES Paris 20,48.85298108596477,2.264762457575301
2 ROUES,Vélos,4,17,37 RUE JEAN LECLAIRE Paris 17,48.875923798962354,2.3385151092248635
2 ROUES,Vélos,8,4,20 RUE MALHER Paris 4,48.88949445102504,2.2993022860206596
2 ROUES,Vélos,4,16,1 RUE DES FRERES PERIER Paris 16,48.88956612468125,2.358228205473655
2 ROUES,Vélos,10,4,3 RUE DES TOURNELLES Paris 4,48.86559437761536,2.3323672786602607
2 ROUES,Vélos,4,15,27 RUE JEAN DAUDIN Paris 15,48.87131571703659,2.281018638395181
2 ROUES,Vélos,4,9,8 RUE MAYRAN Paris 9,48.87909280187811,2.3484325045656305
2 ROUES,Vélos,4,15,90 RUE BALARD Paris 15,48.88060455633962,2.3195203432954736
2 ROUES,Vélos,4,20,2 RUE DE LA COUR DES NOUES Paris 20,48.879599027033535,2.286916049910914
2 ROUES,Vélos,4,17,100 RUE DE TOCQUEVILLE Paris 17,48.89305123407595,2.377551823866629
2 ROUES,Vélos,74,5,5 RUE GUY DE LA BROSSE Paris 5,48.84974113313689,2.3955815814451475
2 ROUES,Vélos,4,20,15 RUE MARTIN GARAT Paris 20,48.843572939173285,2.413044695452714
2 ROUES,Vélos,4,16,1 BD DE BEAUSEJOUR Paris 16,48.85539132916568,2.2751812215459846
2 ROUES,Vélos,4,12,25 RUE CROZATIER Paris 12,48.82746789021518,2.3701117146883446
2 ROUES,Vélos,10,16,7 PL DU GENERAL STEFANIK Paris 16,48.83501618549333,2.3173502165939466
2 ROUES,Vélos,4,15,2 RUE DE LA PROCESSION Paris 15,48.89338921203592,2.372836025257772
2 ROUES,Vélos,4,16,53 AV GEORGES MANDEL Paris 16,48.8513577377774,2.276682752233307
2 ROUES,Vélos,5,16,24 BD EXELMANS Paris 16,48.85656154445472,2.371046634978306
2 ROUES,Vélos,4,18,37 RUE EUGENE CARRIERE Paris 18,48.85228485648508,2.291371092930861
2 ROUES,Vélos,5,10,12 RUE YVES TOUDIC Paris 10,48.853806947823905,2.405722323684568
2 ROUES,Vélos,4,15,20 RUE EMILE DUCLAUX Paris 15,48.871336083279516,2.2810856592963966
2 ROUES,Vélos,1,7,1 RUE LAS CASES Paris 7,48.84294697278141,2.35346611215927
2 ROUES,Vélos,5,10,5 RUE MARTEL Paris 10,48.86091579306508,2.305558543967252
2 ROUES,Vélos,4,10,34 RUE DE L' ECHIQUIER Paris 10,48.83078264180241,2.3118913764214994
2 ROUES,Vélos,34,20,39 CRS DE VINCENNES Paris 20,48.82265482193352,2.3478995220360455
2 ROUES,Vélos,10,9,2 RUE ROUGEMONT Paris 9,48.82678748573201,2.327458455222717
2 ROUES,Vélos,10,19,2 RUE EDOUARD PAILLERON Paris 19,48.874823159029276,2.3827193306058936
2 ROUES,Vélos,8,18,99 RUE CHAMPIONNET Paris 18,48.87125108715243,2.3498290341531667
2 ROUES,Vélos,28,8,47 RUE DE MIROMESNIL Paris 8,48.82623838219424,2.3416643257743153
2 ROUES,Vélos,4,2,33 RUE DU CAIRE Paris 2,48.826727208391404,2.33507433175425
2 ROUES,Vélos,3,13,62 AV D' ITALIE Paris 13,48.86859081811926,2.3678436273086687
2 ROUES,Vélos,6,4,34 BD HENRI IV Paris 4,48.87786480977643,2.3203567407328376
2 ROUES,Vélos,2,17,5 RUE GERVEX Paris 17,48.89020289994729,2.3295417940320484
2 ROUES,Vélos,38,3,67 RUE NOTRE-DAME DE NAZARETH Paris 3,48.84996479670297,2.401485906609189
2 ROUES,Vélos,12,5,25 RUE DESCARTES Paris 5,48.867181974581825,2.2955804561353963
2 ROUES,Vélos,10,7,5 RUE DU GENERAL LAMBERT Paris 7,48.86891974573569,2.410048484494619
2 ROUES,Vélos,14,7,178 RUE DE GRENELLE Paris 7,48.87433933244366,2.3947733345226054
2 ROUES,Vélos,10,5,18 RUE GRACIEUSE Paris 5,48.84287229767252,2.402009502993867
2 ROUES,Vélos,14,11,26 RUE EDOUARD LOCKROY Paris 11,48.84148021570035,2.4011030128126363
2 ROUES,Vélos,2,11,47 RUE DE MONTREUIL Paris 11,48.84150065103894,2.386608206602753
2 ROUES,Vélos,8,10,11 RUE PIERRE DUPONT Paris 10,48.83996040049521,2.4006269839426913
2 ROUES,Vélos,13,11,40 RUE TROUSSEAU Paris 11,48.85469203856583,2.283401228658744
2 ROUES,Vélos,16,10,31 RUE ALBERT THOMAS Paris 10,48.845040646354775,2.400215468951182
2 ROUES,Vélos,10,19,78 RUE ARCHEREAU Paris 19,48.85495602102932,2.3973479319064044
2 ROUES,Vélos,12,19,18 RUE DAVID D'ANGERS Paris 19,48.86266981547419,2.378403563743927
2 ROUES,Vélos,2,13,151 AV D' ITALIE Paris 13,48.88679467744874,2.2932701542091904
2 ROUES,Vélos,8,13,8 RUE LE BRUN Paris 13,48.87942315052242,2.3849557187917427
2 ROUES,Vélos,10,13,2 PL PAUL VERLAINE Paris 13,48.8458227547398,2.345043218131759
2 ROUES,Vélos,16,19,74 RUE DE ROMAINVILLE Paris 19,48.837717296206044,2.352202638590727
2 ROUES,Vélos,3,15,118 RUE DE JAVEL Paris 15,48.847009396312124,2.3202097943887
2 ROUES,Vélos,10,16,2 RUE DU COMMANDANT SCHLOESING Paris 16,48.89778347167909,2.352475790544827
2 ROUES,Vélos,14,16,17 RUE LOUIS DAVID Paris 16,48.89453699123456,2.3511282517810064
2 ROUES,Vélos,14,3,4 RUE COMMINES Paris 3,48.83424979073874,2.3476990112385754
2 ROUES,Vélos,8,17,32 RUE DES EPINETTES Paris 17,48.847288632129015,2.259889822371227
2 ROUES,Vélos,16,16, AV MARCEL DORET Paris 16,48.873806417889185,2.3960055832752114
2 ROUES,Vélos,10,10,44 RUE DU FAUBOURG POISSONNIERE Paris 10,48.870014919552105,2.3953929781075547
2 ROUES,Vélos,10,13,21 RUE TAGORE Paris 13,48.82286526673743,2.3547564301646404
2 ROUES,Vélos,36,20,2 PAS DES RONDEAUX Paris 20,48.854196405328985,2.294368487889585
2 ROUES,Vélos,16,4,13 RUE DES ARCHIVES Paris 4,48.901279947444706,2.342971312564416
2 ROUES,Vélos,3,12,79 AV DAUMESNIL Paris 12,48.87968825245758,2.328436398129391
2 ROUES,Vélos,30,20, CRS DE VINCENNES Paris 20,48.89529547139784,2.345466066108317
2 ROUES,Vélos,20,2,48 RUE NOTRE-DAME DES VICTOIRES Paris 2,48.82827427214839,2.344087792929794
2 ROUES,Vélos,8,13, AV JOSEPH BEDIER Paris 13,48.82968738925514,2.3655942543676924
2 ROUES,Vélos,10,4,25 RUE SAINTE-CROIX DE LA BRETONNERIE Paris 4,48.841178970601085,2.264437006188002
2 ROUES,Vélos,8,18,58 AV DE CLICHY Paris 18,48.89086901478023,2.347825085537812
2 ROUES,Vélos,8,9,1 RUE DE LA GRANGE BATELIERE Paris 9,48.85025059129083,2.2946993280905157
2 ROUES,Vélos,9,18,12 RUE LAGILLE Paris 18,48.82881387341505,2.3587840702700693
2 ROUES,Vélos,24,12, PL FELIX EBOUE Paris 12,48.89313621417183,2.3613729485301795
2 ROUES,Vélos,6,12,75 RUE CLAUDE DECAEN Paris 12,48.82640858487291,2.3279442798471472
2 ROUES,Vélos,10,7,1 AV DE VILLARS Paris 7,48.8614071169133,2.279008709243703
2 ROUES,Vélos,10,11,11 RUE LEON FROT Paris 11,48.83720727668485,2.2767675510127963
2 ROUES,Vélos,2,8,56 RUE DE MONCEAU Paris 8,48.8799431100939,2.3206196543122464
2 ROUES,Vélos,24,17,2 RUE ROGER BACON Paris 17,48.85170145717707,2.3257402568688987
2 ROUES,Vélos,4,3,1 RUE MICHEL LE COMTE Paris 3,48.88246145866071,2.323500154119247
2 ROUES,Vélos,4,6,14 RUE COETLOGON Paris 6,48.86231680646046,2.3618870719498055
2 ROUES,Vélos,8,17,160 RUE CARDINET Paris 17,48.83639351097897,2.355670248413204
2 ROUES,Vélos,22,18,126 RUE MARCADET Paris 18,48.8577623417247,2.3609001942076735
2 ROUES,Vélos,5,7,5 AV SILVESTRE DE SACY Paris 7,48.87162765484854,2.3534042426051953
2 ROUES,Vélos,6,4,13 RUE BEAUTREILLIS Paris 4,48.88148358049306,2.3242025891388214
2 ROUES,Vélos,11,5,6 PL PAUL PAINLEVE Paris 5,48.88496569184391,2.3067171383567406
2 ROUES,Vélos,4,7,41 RUE VANEAU Paris 7,48.85276611516439,2.2968635061667757
2 ROUES,Vélos,6,1,115 RUE SAINT-HONORE Paris 1,48.84086390686545,2.405370728028405
2 ROUES,Vélos,4,5,30 RUE DESCARTES Paris 5,48.83017235298834,2.3770145281787793
2 ROUES,Vélos,5,17,52 BD PEREIRE Paris 17,48.84126817474239,2.3945128765819725
2 ROUES,Vélos,10,9,34 RUE PETRELLE Paris 9,48.83949896218161,2.3999880032717344
2 ROUES,Vélos,4,3,6 RUE BAILLY Paris 3,48.836749357459006,2.404324343206607
2 ROUES,Vélos,8,8,17 RUE MALEVILLE Paris 8,48.85657092312791,2.326673326299021
2 ROUES,Vélos,8,8,8 RUE MALEVILLE Paris 8,48.85675464552283,2.3277379587535214
2 ROUES,Vélos,6,19,12 RUE HENRI RIBIERE Paris 19,48.84638659702496,2.406140862601557
2 ROUES,Vélos,12,6,31 RUE DE L' ABBE GREGOIRE Paris 6,48.85923236393558,2.3236582252195754
2 ROUES,Vélos,46,8,3 RUE SAINT-FLORENTIN Paris 8,48.85822574130953,2.321198638919442
2 ROUES,Vélos,16,11,100 BD VOLTAIRE Paris 11,48.847609375664895,2.302810416285675
2 ROUES,Vélos,6,5,52 RUE DE LA MONTAGNE SAINTE-GENEVIEVE Paris 5,48.85801992881559,2.304088233981493
2 ROUES,Vélos,18,1,11 RUE DE TURBIGO Paris 1,48.860816812195836,2.301335385543965
2 ROUES,Vélos,10,14,19 RUE DE RIDDER Paris 14,48.852801463061375,2.3082019888106777
2 ROUES,Vélos,10,2,7 RUE DE LA BOURSE Paris 2,48.878305343095974,2.2996406154588067
2 ROUES,Vélos,8,13,126 BD DE L' HOPITAL Paris 13,48.85384573615233,2.327869207471836
2 ROUES,Vélos,5,5,5 RUE LINNE Paris 5,48.86039926055081,2.2901515310292964
2 ROUES,Vélos,8,7,2 RUE DE LA PLANCHE Paris 7,48.8448234567014,2.311124826916685
2 ROUES,Vélos,5,16,4 RUE CHARLES DICKENS Paris 16,48.877310359178935,2.3497286249421325
2 ROUES,Vélos,36,15,4 PL DU GENERAL BEURET Paris 15,48.877675192283114,2.33738917704084
2 ROUES,Vélos,28,20,19 RUE DU SURMELIN Paris 20,48.838321830688905,2.341314428102459
2 ROUES,Vélos,5,15,1 VOIE G/15 Paris 15,48.87397046245883,2.3550966999714227
2 ROUES,Vélos,34,15,19 RUE LEON LHERMITTE Paris 15,48.8299447491594,2.3513042302354386
2 ROUES,Vélos,5,15,15 RUE DE L' ARMORIQUE Paris 15,48.84097445658803,2.3404501761412715
2 ROUES,Vélos,4,10,17 RUE AMBROISE PARE Paris 10,48.870581562143755,2.3268179627044385
2 ROUES,Vélos,5,15,20 RUE LA QUINTINIE Paris 15,48.844600594986275,2.30796226442319
2 ROUES,Vélos,10,16,46 AV BUGEAUD Paris 16,48.86398951921316,2.287779837108307
2 ROUES,Vélos,8,9,16 RUE DE BRUXELLES Paris 9,48.874185351754676,2.336337237785752
2 ROUES,Vélos,8,20,51 RUE DES MARAICHERS Paris 20,48.82573017399247,2.322074736293979
2 ROUES,Vélos,5,12,11 RUE JAUCOURT Paris 12,48.82652562598203,2.3747711096018183
2 ROUES,Vélos,5,11,32 BD RICHARD LENOIR Paris 11,48.88081231672554,2.2953953722750193
2 ROUES,Vélos,5,7,11 RUE MAURICE DE LA SIZERANNE Paris 7,48.826988761601726,2.3569276683812523
2 ROUES,Vélos,10,3,6 RUE DE BEARN Paris 3,48.86349411470467,2.3718053157600902
